Date,Party Name,Qty,Rate,Amount,Product,Cost,Profit
2023-12-21,Amman Agencies,0.45,5576.51,2509.43,Orid Dust,5601.75,-11.36
2024-03-27,Sri Traders,1.85,6664.32,12328.99,Orid Dhall,6232,799.79
2024-01-15,Sri Traders,21.87,3673.05,80329.6,Moong Dhall,3544,2822.32
2023-09-24,Vasanth Stores,5.81,3691.5,21447.61,Moong Dhall,3542,868.59
2023-10-30,Sri Traders,21.01,5559.07,116796.06,Orid Polish,5356,4266.5
2023-04-14,Amman Agencies,17.96,6639.36,119242.91,Orid Dhall,6288,6310.43
2023-07-02,Ganesh Suppliers,0.48,6449.64,3095.83,Orid Dust,6078,178.39
2023-12-04,Ganesh Suppliers,7.04,3186.64,22433.95,Moong Dust,3074,792.99
2023-12-12,Sri Traders,15.52,7311.33,113471.84,Toor Dhall,7073,3698.88
2024-01-05,Balaji & Co,2.48,5327.47,13212.13,Orid Dust,5151,437.65
2023-09-04,Ganesh Suppliers,23.83,4226.4,100715.11,Moong Dhall,4075,3607.86
2023-10-31,Vasanth Stores,5.3,6591.04,34932.51,Orid Dhall,6200,2072.51
2023-05-27,Sri Traders,6.08,7040.11,42803.87,Toor Dust,6818,1350.43
2024-03-25,Amman Agencies,3.79,7231.0,27405.49,Toor Dust,6764,1769.93
2024-03-27,Amman Agencies,6.68,5262.37,35152.63,Orid Dust,5000,1752.63
2023-05-08,Sri Traders,10.98,6731.21,73908.69,Orid Dhall,6488,2670.45
2023-10-13,Amman Agencies,23.37,4701.93,109884.1,Moong Dhall,4473,5350.09
2023-11-24,Balaji & Co,8.04,6585.41,52946.7,Orid Polish,6215,2978.1
2024-03-13,Balaji & Co,2.64,4251.72,11224.54,Moong Dhall,3977,725.26
2023-04-27,Sri Traders,12.61,7892.3,99521.9,Toor Dhall,7545,4379.45
2023-04-28,Balaji & Co,12.2,5602.26,68347.57,Orid Dhall,5429,2113.77
2024-01-17,Sri Traders,1.76,7355.23,12945.2,Toor Dust,6971,676.24
2023-11-14,Sri Traders,17.02,5485.53,93363.72,Orid Dhall,5201,4842.7
2023-10-10,Balaji & Co,5.21,6463.42,33674.42,Toor Dust,6056,2122.66
2023-11-25,Balaji & Co,5.81,8654.46,50282.41,Toor Dhall,8111,3157.5
2024-01-22,Amman Agencies,4.62,6699.41,30951.27,Toor Dust,6487,981.33
2024-03-28,Vasanth Stores,2.77,4427.66,12264.62,Moong Dhall,4254,481.04
2023-09-06,Sri Traders,4.55,3926.3,17864.67,Moong Dust,3794,601.97
2023-11-03,Ganesh Suppliers,3.42,6805.22,23273.85,Toor Dust,6562,831.81
2023-10-02,Balaji & Co,11.12,7080.57,78735.94,Orid Polish,6690,4343.14
2023-10-24,Ganesh Suppliers,7.46,7718.73,57581.73,Toor Dust,7301,3116.27
2023-10-17,Ganesh Suppliers,7.08,5867.56,41542.32,Orid Dhall,5534,2361.6
2023-07-03,Sri Traders,2.73,5581.44,15237.33,Orid Dust,5409,470.76
2024-02-17,Sri Traders,4.79,4060.96,19452.0,Moong Dust,3825,1130.25
2023-04-07,Sri Traders,5.96,6090.97,36302.18,Orid Dust,5791,1787.82
2023-09-23,Sri Traders,2.75,6921.94,19035.33,Orid Polish,6628,808.33
2024-01-20,Sri Traders,22.76,3941.49,89708.31,Moong Dhall,3734,4722.47
2024-01-08,Vasanth Stores,5.39,9378.54,50550.33,Toor Dhall,8944,2342.17
2023-10-06,Sri Traders,10.07,9168.85,92330.32,Toor Dhall,8875,2959.07
2023-10-21,Balaji & Co,7.85,8449.07,66325.2,Toor Dust,7930,4074.7
2024-03-25,Sri Traders,16.16,6312.83,102015.33,Orid Dhall,6100,3439.33
2024-03-03,Amman Agencies,22.41,8615.52,193073.8,Toor Dhall,8110,11328.7
2024-01-02,Amman Agencies,1.96,5114.58,10024.58,Orid Dust,4817,583.26
2023-04-05,Amman Agencies,4.73,5838.75,27617.29,Orid Dust,5548,1375.25
2023-09-01,Sri Traders,3.66,8382.43,30679.69,Toor Dust,7878,1846.21
2024-03-24,Ganesh Suppliers,22.66,6305.53,142883.31,Orid Polish,6202.35,2338.06
2024-01-13,Amman Agencies,17.03,8705.25,148250.41,Toor Dhall,8664.6,692.27
2023-05-03,Vasanth Stores,4.61,7058.47,32539.55,Toor Dust,6614,2049.01
2024-01-20,Sri Traders,10.65,3692.23,39322.25,Moong Dhall,3527,1759.7
2024-03-10,Sri Traders,6.17,8526.43,52608.07,Toor Dust,8263,1625.36
2024-03-04,Sri Traders,1.81,5899.89,10678.8,Orid Dust,5626,495.74
2023-11-26,Vasanth Stores,6.3,6308.04,39740.65,Orid Dhall,5930,2381.65
2023-10-05,Amman Agencies,4.07,6459.67,26290.86,Orid Polish,6058,1634.8
2023-07-12,Balaji & Co,7.8,4137.16,32269.85,Moong Dhall,3932,1600.25
2023-12-27,Amman Agencies,0.53,4073.24,2158.82,Moong Dust,3944,68.5
2023-11-04,Amman Agencies,21.48,7706.38,165533.04,Toor Dhall,7324,8213.52
2024-02-01,Sri Traders,4.75,3427.98,16282.91,Moong Dust,3288,664.91
2023-11-24,Vasanth Stores,21.4,4135.67,88503.34,Moong Dhall,3869,5706.74
2023-08-25,Ganesh Suppliers,14.98,5962.66,89320.65,Orid Dhall,5588,5612.41
2023-10-16,Amman Agencies,22.65,5295.04,119932.66,Orid Dhall,5128,3783.46
2023-10-26,Amman Agencies,7.37,5304.46,39093.87,Orid Dhall,5064,1772.19
2024-02-06,Sri Traders,18.77,5836.45,109550.17,Orid Dhall,5462,7028.43
2023-08-05,Ganesh Suppliers,1.92,7820.22,15014.82,Toor Dust,7556,507.3
2023-10-31,Vasanth Stores,5.06,5113.71,25875.37,Orid Dust,4950,828.37
2023-10-28,Vasanth Stores,18.99,8334.17,158265.89,Toor Dhall,8048,5434.37
2024-03-12,Sri Traders,3.9,7524.66,29346.17,Toor Dust,7058,1819.97
2024-01-30,Amman Agencies,20.07,5567.31,111735.91,Orid Polish,5332,4722.67
2023-05-21,Amman Agencies,4.05,6300.68,25517.75,Toor Dust,6008,1185.35
2023-12-13,Ganesh Suppliers,4.26,8472.33,36092.13,Toor Dust,8183,1232.55
2023-11-04,Vasanth Stores,11.78,3889.05,45813.01,Moong Dhall,3704,2179.89
2023-12-05,Amman Agencies,7.46,7401.63,55216.16,Toor Dust,6968,3234.88
2024-03-26,Ganesh Suppliers,5.49,8117.64,44565.84,Toor Dust,7648,2578.32
2024-02-10,Vasanth Stores,0.56,3267.36,1829.72,Moong Dust,3080,104.92
2023-11-18,Vasanth Stores,1.95,6247.56,12182.74,Orid Dhall,5988,506.14
2024-03-06,Amman Agencies,0.62,7290.76,4520.27,Orid Polish,6833,283.81
2023-12-29,Balaji & Co,7.13,4033.17,28756.5,Moong Dust,3892,1006.54
2024-02-02,Balaji & Co,11.72,5955.02,69792.83,Orid Polish,5634,3762.35
2024-03-14,Amman Agencies,2.55,6529.76,16650.89,Orid Dust,6124,1034.69
2023-04-17,Sri Traders,5.89,3603.16,21222.61,Moong Dust,3401,1190.72
2024-02-03,Amman Agencies,0.55,6911.65,3801.41,Toor Dust,6519,215.96
2024-02-01,Balaji & Co,5.47,9121.71,49895.75,Toor Dhall,8788,1825.39
2024-01-19,Sri Traders,0.76,5215.68,3963.92,Orid Dust,4939,210.28
2023-10-21,Ganesh Suppliers,5.55,8101.38,44962.66,Toor Dust,7623,2655.01
2023-10-08,Balaji & Co,17.17,6401.31,109910.49,Orid Polish,6369.3,549.61
2024-02-21,Sri Traders,3.61,8471.19,30581.0,Toor Dust,8164,1108.96
2024-02-24,Amman Agencies,10.74,3908.37,41975.89,Moong Dhall,3787,1303.51
2024-01-13,Amman Agencies,5.08,4058.53,20617.33,Moong Dust,3861,1003.45
2024-02-13,Balaji & Co,5.46,3549.41,19379.78,Moong Dust,3436,619.22
2024-03-18,Ganesh Suppliers,8.47,4273.05,36192.73,Moong Dhall,4024,2109.45
2024-02-11,Sri Traders,16.25,5908.66,96015.72,Orid Dhall,5957.7,-796.9
2024-03-01,Vasanth Stores,21.64,5938.08,128500.05,Orid Polish,5682,5541.57
2024-03-09,Balaji & Co,13.42,3828.83,51382.9,Moong Dhall,3614,2883.02
2024-01-11,Vasanth Stores,14.57,4259.1,62055.09,Moong Dhall,4016,3541.97
2023-11-13,Balaji & Co,6.34,5953.36,37744.3,Orid Dhall,6059.55,-673.25
2024-01-14,Vasanth Stores,0.17,3410.95,579.86,Moong Dust,3231,30.59
2023-04-08,Amman Agencies,10.91,6148.42,67079.26,Orid Dhall,5822,3561.24
2024-02-27,Vasanth Stores,12.09,4220.56,51026.57,Moong Dhall,4011,2533.58
2024-03-22,Sri Traders,6.75,5653.17,38158.9,Orid Dust,5382,1830.4
2023-11-27,Balaji & Co,22.65,5565.8,126065.37,Orid Dhall,5346,4978.47
2023-11-23,Balaji & Co,7.87,8635.27,67959.57,Toor Dust,8363,2142.76
2023-04-12,Amman Agencies,17.8,4154.2,73944.76,Moong Dhall,3945,3723.76
2023-11-03,Amman Agencies,5.22,4052.88,21156.03,Moong Dust,3918,704.07
2024-01-04,Amman Agencies,2.49,3417.15,8508.7,Moong Dust,3271,363.91
2024-02-09,Vasanth Stores,10.97,6445.92,70711.74,Orid Dhall,6238,2280.88
2024-01-27,Sri Traders,7.7,3991.5,30734.55,Moong Dust,3735,1975.05
2023-10-03,Balaji & Co,6.81,7451.83,50746.96,Toor Dust,7118,2273.38
2024-03-22,Ganesh Suppliers,19.46,6620.35,128832.01,Orid Dhall,6257,7070.79
2023-10-26,Sri Traders,11.72,9223.67,108101.41,Toor Dhall,8776,5246.69
2024-03-22,Sri Traders,16.45,6093.82,100243.34,Orid Dhall,5895,3270.59
2023-11-04,Vasanth Stores,3.46,9248.84,32000.99,Toor Dhall,8886,1255.43
2024-03-24,Sri Traders,22.15,6695.91,148314.41,Orid Dhall,6321,8304.26
2023-04-22,Amman Agencies,17.87,5517.18,98592.01,Orid Dhall,5218,5346.35
2023-12-18,Amman Agencies,0.73,8037.56,5867.42,Toor Dust,7545,359.57
2023-08-26,Ganesh Suppliers,19.92,4512.61,89891.19,Moong Dhall,4362,3000.15
2024-03-07,Sri Traders,8.33,9012.08,75070.63,Toor Dhall,8613,3324.34
2023-09-20,Ganesh Suppliers,2.52,3939.65,9927.92,Moong Dust,3810,326.72
2024-03-13,Balaji & Co,4.58,8253.85,37802.63,Toor Dhall,7777,2183.97
2023-11-09,Vasanth Stores,22.77,5889.36,134100.73,Orid Polish,5660,5222.53
2023-06-23,Ganesh Suppliers,8.89,5942.33,52827.31,Orid Dhall,5638,2705.49
2023-10-15,Sri Traders,7.56,8676.3,65592.83,Toor Dust,8114,4250.99
2023-11-01,Amman Agencies,5.84,7762.19,45331.19,Toor Dhall,7450,1823.19
2023-10-25,Amman Agencies,7.37,8881.83,65459.09,Toor Dust,8358,3860.63
2024-03-09,Amman Agencies,10.61,5809.41,61637.84,Orid Polish,5605,2168.79
2023-10-12,Ganesh Suppliers,5.43,7969.18,43272.65,Toor Dust,7500,2547.65
2023-10-14,Sri Traders,3.31,8513.43,28179.45,Toor Dust,8250,871.95
2023-11-05,Vasanth Stores,4.77,7754.06,36986.87,Toor Dhall,7340,1975.07
2024-03-06,Ganesh Suppliers,6.94,4195.16,29114.41,Moong Dhall,3967,1583.43
2023-07-14,Amman Agencies,22.12,4019.11,88902.71,Moong Dhall,3812,4581.27
2023-11-18,Ganesh Suppliers,1.0,4212.97,4212.97,Moong Dust,3970,242.97
2023-04-27,Ganesh Suppliers,7.29,3554.62,25913.18,Moong Dust,3346,1520.84
2024-01-12,Balaji & Co,7.02,4081.27,28650.52,Moong Dust,3883,1391.86
2024-01-28,Amman Agencies,6.23,6336.76,39478.01,Orid Dust,6138,1238.27
2024-02-18,Vasanth Stores,4.53,6689.24,30302.26,Orid Dhall,6322,1663.6
2023-04-21,Vasanth Stores,1.69,7668.03,12958.97,Toor Dust,7370,503.67
2023-07-05,Vasanth Stores,1.48,3650.53,5402.78,Moong Dust,3499,224.26
2024-03-05,Balaji & Co,3.97,3774.08,14983.1,Moong Dust,3538,937.24
2023-11-19,Balaji & Co,17.13,4655.04,79740.84,Moong Dhall,4426,3923.46
2023-10-12,Balaji & Co,17.02,6085.45,103574.36,Orid Dhall,5814,4620.08
2023-12-08,Balaji & Co,10.17,9383.33,95428.47,Toor Dhall,8885,5068.02
2024-01-02,Ganesh Suppliers,6.47,3798.74,24577.85,Moong Dhall,3635,1059.4
2024-01-09,Amman Agencies,1.52,3919.19,5957.17,Moong Dust,3756,248.05
2024-01-21,Balaji & Co,0.98,6962.82,6823.56,Orid Polish,6581,374.18
2023-04-20,Balaji & Co,5.64,4041.0,22791.24,Moong Dust,3815,1274.64
2023-11-26,Amman Agencies,0.38,4080.58,1550.62,Moong Dust,3894,70.9
2023-11-22,Sri Traders,3.57,3515.68,12550.98,Moong Dust,3368,527.22
2024-01-19,Amman Agencies,6.52,6292.11,41024.56,Orid Dust,6043,1624.2
2023-10-06,Sri Traders,21.78,6059.5,131975.91,Orid Dhall,5728,7220.07
2023-11-03,Amman Agencies,13.81,6283.53,86775.55,Orid Polish,6068,2976.47
2024-01-09,Sri Traders,9.36,4550.51,42592.77,Moong Dhall,4394,1464.93
2023-11-13,Balaji & Co,1.85,6163.61,11402.68,Orid Polish,6193.95,-56.13
2024-03-31,Sri Traders,14.02,5497.14,77069.9,Orid Dhall,5254,3408.82
2024-03-22,Amman Agencies,4.82,8871.76,42761.88,Toor Dhall,8494,1820.8
2023-12-09,Balaji & Co,20.22,4026.14,81408.55,Moong Dhall,3796,4653.43
2023-11-25,Vasanth Stores,16.56,6715.4,111207.02,Orid Polish,6472,4030.7
2024-01-21,Sri Traders,24.57,7820.55,192150.91,Toor Dhall,7581,5885.74
2023-04-24,Sri Traders,23.87,8802.46,210114.72,Toor Dhall,8352,10752.48
2023-07-11,Balaji & Co,1.83,8919.0,16321.77,Toor Dust,8394,960.75
2024-01-25,Balaji & Co,0.52,8914.35,4635.46,Toor Dhall,8365,285.66
2023-11-14,Sri Traders,1.77,7593.09,13439.77,Toor Dust,7312,497.53
2023-08-05,Ganesh Suppliers,23.55,4317.17,101669.35,Moong Dhall,4117,4714.0
2024-01-09,Balaji & Co,6.26,3659.75,22910.03,Moong Dust,3474,1162.79
2024-03-20,Balaji & Co,19.76,3909.07,77243.22,Moong Dhall,3695,4230.02
2023-09-09,Vasanth Stores,7.59,3205.2,24327.47,Moong Dust,3077,973.04
2023-10-29,Amman Agencies,3.5,3277.45,11471.07,Moong Dust,3092,649.07
2023-11-15,Sri Traders,1.87,8872.25,16591.11,Toor Dust,8398,886.85
2023-11-28,Sri Traders,13.74,6932.94,95258.6,Orid Polish,6687,3379.22
2023-06-12,Amman Agencies,6.03,3425.93,20658.36,Moong Dust,3234,1157.34
2023-11-03,Sri Traders,4.12,5416.72,22316.89,Orid Dust,5133,1168.93
2023-11-30,Balaji & Co,3.86,6862.53,26489.37,Toor Dust,6481,1472.71
2023-10-06,Balaji & Co,22.56,3967.38,89504.09,Moong Dhall,3770,4452.89
2023-12-10,Amman Agencies,11.32,6077.94,68802.28,Orid Dhall,5762,3576.44
2024-01-03,Sri Traders,1.01,8776.36,8864.12,Toor Dust,8344,436.68
2023-07-06,Ganesh Suppliers,5.99,5709.31,34198.77,Orid Dust,5422,1720.99
2023-10-26,Amman Agencies,20.9,4331.25,90523.12,Moong Dhall,4048,5919.92
2024-01-13,Vasanth Stores,1.13,8455.01,9554.16,Toor Dhall,8184,306.24
2024-02-28,Amman Agencies,1.52,3600.45,5472.68,Moong Dust,3422,271.24
2024-01-19,Ganesh Suppliers,22.15,3895.47,86284.66,Moong Dhall,3668,5038.46
2024-02-01,Balaji & Co,7.01,8887.81,62303.55,Toor Dust,8422,3265.33
2024-03-30,Balaji & Co,5.18,4082.9,21149.42,Moong Dust,3913,880.08
2023-05-24,Amman Agencies,11.69,5546.56,64839.29,Orid Dhall,5302,2858.91
2023-11-17,Sri Traders,12.57,8896.48,111828.75,Toor Dhall,8363,6705.84
2024-02-28,Balaji & Co,20.39,8546.94,174272.11,Toor Dhall,8136,8379.07
2023-04-06,Vasanth Stores,6.99,5592.63,39092.48,Orid Dust,5406,1304.54
2023-11-29,Amman Agencies,18.89,6173.66,116620.44,Orid Polish,5806,6945.1
2023-11-17,Vasanth Stores,7.81,7920.43,61858.56,Toor Dust,7403,4041.13
2024-01-27,Amman Agencies,5.11,4495.91,22974.1,Moong Dhall,4257,1220.83
2023-11-17,Balaji & Co,6.14,5860.31,35982.3,Orid Polish,5516,2114.06
2023-04-16,Amman Agencies,1.53,7469.87,11428.9,Toor Dust,7536.9,-102.56
2024-01-17,Ganesh Suppliers,8.19,5797.14,47478.58,Orid Polish,5516,2302.54
2024-03-04,Amman Agencies,2.65,6448.75,17089.19,Orid Dhall,6204,648.59
2024-01-10,Vasanth Stores,12.14,6123.73,74342.08,Orid Dhall,5786,4100.04
2023-09-03,Ganesh Suppliers,4.67,3669.0,17134.23,Moong Dust,3445,1046.08
2023-11-27,Sri Traders,5.35,5248.56,28079.8,Orid Dust,4962,1533.1
2023-10-08,Vasanth Stores,0.53,3951.77,2094.44,Moong Dust,3727,119.13
2023-06-29,Balaji & Co,5.2,4188.17,21778.48,Moong Dust,3930,1342.48
2023-12-01,Amman Agencies,5.5,4240.13,23320.72,Moong Dhall,4067,952.22
2023-10-25,Vasanth Stores,9.59,6554.31,62855.83,Orid Dhall,6139,3982.82
2023-10-22,Vasanth Stores,17.71,6538.45,115795.95,Orid Polish,6264,4860.51
2024-03-03,Amman Agencies,4.69,3504.02,16433.85,Moong Dust,3391,530.06
2023-12-10,Vasanth Stores,20.52,5224.71,107211.05,Orid Dhall,5056,3461.93
2024-02-04,Ganesh Suppliers,2.59,7787.47,20169.55,Toor Dust,7315,1223.7
2023-10-02,Amman Agencies,7.55,7907.99,59705.32,Toor Dhall,7519,2936.87
2023-11-14,Balaji & Co,14.94,6290.48,93979.77,Orid Dhall,6093,2950.35
2023-10-31,Amman Agencies,11.25,8532.28,95988.15,Toor Dhall,8110,4750.65
2023-10-16,Amman Agencies,2.23,4166.78,9291.92,Moong Dhall,3971,436.59
2023-12-28,Amman Agencies,3.78,8118.46,30687.78,Toor Dhall,7659,1736.76
2024-03-19,Amman Agencies,5.45,3922.16,21375.77,Moong Dust,3738,1003.67
2023-04-15,Sri Traders,15.58,6780.73,105643.77,Orid Polish,6477,4732.11
2024-03-24,Ganesh Suppliers,14.1,4529.89,63871.45,Moong Dhall,4260,3805.45
2024-02-05,Ganesh Suppliers,7.62,5197.51,39605.03,Orid Dust,4902,2251.79
2024-02-21,Amman Agencies,5.6,6436.77,36045.91,Toor Dust,6114,1807.51
2023-11-25,Ganesh Suppliers,5.12,3792.49,19417.55,Moong Dust,3626,852.43
2023-12-03,Balaji & Co,15.83,7975.1,126245.83,Toor Dhall,7553,6681.84
2023-09-07,Sri Traders,20.99,7123.72,149526.88,Orid Polish,6673,9460.61
2023-11-15,Balaji & Co,10.01,6332.55,63388.83,Orid Polish,5981,3519.02
2024-03-03,Balaji & Co,1.12,7779.26,8712.77,Toor Dust,7362,467.33
2023-12-27,Vasanth Stores,6.46,6057.15,39129.19,Orid Dust,5671,2494.53
2023-11-21,Balaji & Co,5.21,6303.88,32843.21,Orid Dust,5985,1661.36
2024-03-16,Vasanth Stores,8.37,4433.02,37104.38,Moong Dhall,4224,1749.5
2023-11-11,Balaji & Co,9.74,4497.01,43800.88,Moong Dhall,4307,1850.7
2023-12-03,Sri Traders,10.97,5346.33,58649.24,Orid Dhall,5083,2888.73
2023-11-02,Balaji & Co,7.41,3240.15,24009.51,Moong Dust,3145,705.06
2023-10-02,Amman Agencies,0.73,7396.05,5399.12,Toor Dust,7105,212.47
2024-01-05,Sri Traders,4.64,5537.83,25695.53,Orid Dust,5372,769.45
2024-01-23,Ganesh Suppliers,0.31,7276.77,2255.8,Toor Dust,6987,89.83
2024-02-25,Sri Traders,21.7,6743.19,146327.22,Orid Dhall,6319,9204.92
2024-03-13,Sri Traders,2.49,4984.18,12410.61,Orid Dust,4804,448.65
2024-01-21,Vasanth Stores,5.78,7176.27,41478.84,Orid Polish,6858,1839.6
2023-10-22,Amman Agencies,4.24,3996.48,16945.08,Moong Dhall,3783,905.16
2023-10-13,Amman Agencies,3.28,3801.01,12467.31,Moong Dhall,3603,649.47
2024-03-12,Amman Agencies,1.99,4134.82,8228.29,Moong Dust,3915,437.44
2024-02-08,Amman Agencies,5.4,5116.94,27631.48,Orid Dust,4862,1376.68
2024-03-15,Amman Agencies,17.38,3758.47,65322.21,Moong Dhall,3573,3223.47
2024-01-03,Vasanth Stores,21.6,5312.75,114755.4,Orid Dhall,5014,6453.0
2024-02-27,Sri Traders,1.66,6216.79,10319.87,Orid Dust,5930,476.07
2024-02-24,Ganesh Suppliers,9.4,4054.93,38116.34,Moong Dhall,3931,1164.94
2023-10-04,Sri Traders,2.56,6842.72,17517.36,Toor Dust,6503,869.68
2024-03-02,Balaji & Co,7.22,4066.36,29359.12,Moong Dust,3870,1417.72
2023-10-22,Amman Agencies,1.06,3424.09,3629.54,Moong Dust,3283,149.56
2024-03-30,Sri Traders,24.89,6669.57,166005.6,Orid Dhall,6394,6858.94
2024-03-21,Ganesh Suppliers,1.35,5426.98,7326.42,Orid Dust,5213,288.87
2023-10-24,Ganesh Suppliers,1.54,4745.6,7308.22,Moong Dhall,4454,449.06
2023-10-20,Sri Traders,3.54,7678.67,27182.49,Toor Dust,7402,979.41
2023-10-02,Amman Agencies,15.5,3907.37,60564.24,Moong Dhall,3690,3369.24
2024-02-10,Sri Traders,6.88,3607.89,24822.28,Moong Dust,3403,1409.64
2023-11-19,Vasanth Stores,7.49,8133.7,60921.41,Toor Dhall,7743,2926.34
2024-01-23,Vasanth Stores,1.26,3757.85,4734.89,Moong Dust,3594,206.45
2024-01-29,Vasanth Stores,14.86,6412.61,95291.38,Orid Dhall,6042,5507.26
2023-04-09,Sri Traders,0.67,5732.52,3840.79,Orid Polish,5527,137.7
2023-10-21,Ganesh Suppliers,8.32,4294.49,35730.16,Moong Dhall,4340.7,-384.46
2024-01-23,Amman Agencies,0.69,4022.49,2775.52,Moong Dust,3815,143.17
2024-01-02,Balaji & Co,0.26,7832.08,2036.34,Toor Dhall,7342,127.42
2023-12-31,Balaji & Co,6.48,3726.24,24146.04,Moong Dust,3531,1265.16
2023-12-12,Sri Traders,6.86,7989.75,54809.69,Toor Dust,7664,2234.65
2023-10-14,Amman Agencies,7.75,7019.12,54398.18,Toor Dust,6590,3325.68
2024-01-21,Ganesh Suppliers,11.13,5611.3,62453.77,Orid Dhall,5703.6,-1027.3
2023-11-28,Vasanth Stores,13.19,7939.42,104720.95,Toor Dhall,7546,5189.21
2024-01-29,Ganesh Suppliers,12.22,5252.12,64180.91,Orid Dhall,5089,1993.33
2023-04-22,Vasanth Stores,21.86,6646.01,145281.78,Orid Dhall,6395,5487.08
2024-03-09,Vasanth Stores,10.1,8556.34,86419.03,Toor Dhall,8005,5568.53
2023-04-09,Vasanth Stores,5.51,8635.88,47583.7,Toor Dust,8303,1834.17
2023-11-28,Sri Traders,13.17,6873.83,90528.34,Orid Polish,6447,5621.35
2024-01-19,Vasanth Stores,4.92,7630.87,37543.88,Toor Dust,7173,2252.72
2024-01-21,Balaji & Co,3.75,3431.15,12866.81,Moong Dust,3323,405.56
2024-02-29,Balaji & Co,6.29,4666.38,29351.53,Moong Dhall,4485,1140.88
2023-07-28,Vasanth Stores,8.52,4464.9,38040.95,Moong Dhall,4323,1208.99
2024-03-21,Amman Agencies,24.58,6161.06,151438.85,Orid Polish,5831,8112.87
2024-01-08,Vasanth Stores,24.67,8977.18,221467.03,Toor Dhall,8423,13671.62
2023-04-20,Sri Traders,7.94,3852.43,30588.29,Moong Dhall,3678,1384.97
2024-01-21,Balaji & Co,4.31,6558.6,28267.57,Toor Dust,6144,1786.93
2023-12-08,Balaji & Co,17.55,8186.23,143668.34,Toor Dhall,7847,5953.49
2024-03-19,Ganesh Suppliers,6.0,8179.24,49075.44,Toor Dust,7652,3163.44
2024-03-13,Balaji & Co,8.73,7995.21,69798.18,Toor Dhall,7707,2516.07
2023-10-29,Vasanth Stores,3.28,3647.45,11963.64,Moong Dust,3462,608.28
2024-01-17,Balaji & Co,24.65,4575.07,112775.48,Moong Dhall,4342,5745.18
2024-02-28,Balaji & Co,16.49,8628.16,142278.36,Toor Dhall,8115,8462.01
2024-03-11,Vasanth Stores,22.38,4293.7,96093.01,Moong Dhall,4109,4133.59
2024-03-04,Vasanth Stores,7.92,3780.78,29943.78,Moong Dust,3626,1225.86
2023-11-08,Vasanth Stores,9.92,6166.47,61171.38,Orid Dhall,5915,2494.58
2024-03-12,Ganesh Suppliers,1.88,3280.67,6167.66,Moong Dust,3127,288.9
2024-03-15,Amman Agencies,7.97,6987.59,55691.09,Orid Polish,6692,2355.85
2023-11-10,Ganesh Suppliers,23.5,3711.18,87212.73,Moong Dhall,3545,3905.23
2023-11-03,Balaji & Co,3.59,6090.91,21866.37,Orid Dust,6198.15,-384.99
2023-10-26,Vasanth Stores,1.87,5849.18,10937.97,Orid Dust,5673,329.46
2024-03-31,Sri Traders,0.97,8289.63,8040.94,Toor Dust,7779,495.31
2024-01-27,Ganesh Suppliers,7.97,3968.02,31625.12,Moong Dhall,3813,1235.51
2023-10-10,Sri Traders,5.72,6570.52,37583.37,Toor Dust,6224,1982.09
2024-01-25,Amman Agencies,0.68,3418.46,2324.55,Moong Dust,3235,124.75
2023-12-04,Sri Traders,2.12,5642.85,11962.84,Orid Polish,5314,697.16
2023-10-29,Amman Agencies,18.66,6758.31,126110.06,Orid Dhall,6494,4932.02
2023-12-15,Balaji & Co,1.15,3844.43,4421.09,Moong Dhall,3891.3,-53.9
2024-03-21,Vasanth Stores,5.27,6698.38,35300.46,Orid Dhall,6316,2015.14
2023-11-25,Sri Traders,4.24,7162.13,30367.43,Toor Dust,6942,933.35
2023-10-01,Ganesh Suppliers,14.98,5628.13,84309.39,Orid Dhall,5315,4690.69
2024-02-24,Vasanth Stores,19.7,3748.51,73845.65,Moong Dhall,3558,3753.05
2024-02-27,Vasanth Stores,22.55,6377.88,143821.19,Orid Dhall,6054,7303.49
2024-01-29,Ganesh Suppliers,0.97,8106.83,7863.63,Toor Dust,7616,476.11
2023-10-14,Ganesh Suppliers,12.72,5806.27,73855.75,Orid Polish,5593,2712.79
2023-10-02,Amman Agencies,0.59,5601.24,3304.73,Orid Dust,5302,176.55
2024-02-05,Sri Traders,9.33,5551.04,51791.2,Orid Dhall,5244,2864.68
2023-10-14,Sri Traders,2.0,6860.36,13720.72,Toor Dust,6575,570.72
2023-04-27,Vasanth Stores,4.28,3869.68,16562.23,Moong Dhall,3661,893.15
2023-11-28,Vasanth Stores,5.35,7653.23,40944.78,Toor Dhall,7376,1483.18
2024-03-16,Vasanth Stores,6.75,6674.06,45049.91,Toor Dust,6256,2821.91
2023-10-09,Amman Agencies,1.71,6728.52,11505.77,Orid Polish,6349,648.98
2023-11-12,Amman Agencies,5.81,6930.61,40266.84,Orid Polish,6705,1310.79
2024-02-19,Ganesh Suppliers,1.76,8049.9,14167.82,Toor Dust,7762,506.7
2023-11-14,Sri Traders,9.91,6620.64,65610.54,Orid Dhall,6286,3316.28
2023-10-20,Amman Agencies,4.4,5377.18,23659.59,Orid Dust,5107,1188.79
2024-02-26,Vasanth Stores,12.9,5772.24,74461.9,Orid Polish,5588,2376.7
2024-01-29,Vasanth Stores,17.8,4072.0,72481.6,Moong Dhall,3829,4325.4
2023-10-11,Ganesh Suppliers,4.5,3679.45,16557.52,Moong Dust,3545,605.02
