Date,Party Name,Amount,Expense Type,Product
2024-02-07,Sri Traders,47472.15,Transport,Orid Dust
2023-06-19,Vasanth Stores,3079.71,Transport,Moong Dust
2024-01-13,Sri Traders,24379.34,Transport,Toor Dust
2023-09-18,Amman Agencies,26039.31,Transport,Moong Dhall
2023-12-15,Sri Traders,27574.38,Transport,Orid Polish
2023-10-01,Ganesh Suppliers,18965.39,Packing,Orid Polish
2024-02-26,Sri Traders,34710.61,Packing,Moong Dhall
2023-08-07,Amman Agencies,16273.98,Transport,Moong Dust
2023-08-26,Sri Traders,38760.67,Packing,Orid Dhall
2024-02-26,Amman Agencies,62382.36,Office Supplies,Toor Dust
2024-02-17,Vasanth Stores,53381.98,Packing,Orid Polish
2024-03-25,Vasanth Stores,75374.06,Transport,Toor Dhall
2024-03-19,Amman Agencies,69473.65,Office Supplies,Toor Dhall
2024-02-04,Amman Agencies,63062.6,Packing,Toor Dhall
2024-01-04,Amman Agencies,22950.62,Packing,Orid Dust
2024-03-11,Balaji & Co,34340.98,Packing,Moong Dhall
2024-01-19,Ganesh Suppliers,30190.67,Transport,Toor Dhall
2023-09-18,Sri Traders,34230.48,Packing,Orid Polish
2023-09-11,Balaji & Co,31779.8,Transport,Orid Dhall
2024-01-09,Amman Agencies,15638.67,Transport,Moong Dhall
2023-10-18,Amman Agencies,23743.15,Transport,Toor Dhall
2023-08-11,Sri Traders,18802.69,Transport,Moong Dust
2023-11-17,Ganesh Suppliers,18251.62,Transport,Orid Dhall
2024-01-06,Sri Traders,35615.65,Packing,Toor Dust
2024-03-30,Vasanth Stores,53053.15,Packing,Orid Dust
2024-02-26,Ganesh Suppliers,46350.48,Transport,Orid Dust
2023-12-18,Balaji & Co,12082.8,Packing,Moong Dust
2024-03-21,Vasanth Stores,35406.21,Packing,Moong Dhall
2024-02-11,Vasanth Stores,32443.26,Packing,Moong Dhall
2023-08-01,Balaji & Co,34315.73,Office Supplies,Orid Polish
2024-02-19,Vasanth Stores,50706.08,Packing,Orid Dhall
2024-03-07,Vasanth Stores,29134.11,Salary,Moong Dust
2023-08-17,Vasanth Stores,22087.36,Transport,Moong Dhall
2023-09-19,Balaji & Co,25766.72,Packing,Moong Dhall
2024-03-02,Sri Traders,53193.99,Packing,Orid Polish
2024-03-17,Ganesh Suppliers,47059.04,Transport,Orid Polish
2023-12-18,Balaji & Co,23752.22,Packing,Orid Dust
2024-02-25,Ganesh Suppliers,28437.52,Office Supplies,Moong Dust
2023-09-02,Ganesh Suppliers,52930.01,Salary,Toor Dust
2023-09-08,Vasanth Stores,26793.56,Transport,Moong Dhall
2023-10-06,Balaji & Co,15258.03,Transport,Orid Dhall
2024-03-04,Vasanth Stores,63517.53,Transport,Toor Dhall
2023-12-26,Amman Agencies,15214.56,Packing,Moong Dhall
2024-03-21,Ganesh Suppliers,77414.36,Packing,Toor Dust
2023-11-08,Vasanth Stores,12622.16,Transport,Moong Dust
2024-02-23,Vasanth Stores,33077.76,Transport,Moong Dhall
2024-03-12,Amman Agencies,73246.61,Transport,Toor Dhall
2024-01-29,Amman Agencies,23989.3,Transport,Orid Dhall
2024-03-31,Vasanth Stores,92899.64,Packing,Toor Dhall
2024-03-25,Balaji & Co,40662.78,Packing,Moong Dhall
2024-01-26,Ganesh Suppliers,21315.28,Transport,Orid Dhall
2023-08-28,Amman Agencies,37142.93,Packing,Orid Polish
2024-03-25,Balaji & Co,74760.24,Office Supplies,Toor Dhall
2023-08-30,Sri Traders,29548.54,Packing,Orid Dust
2024-01-01,Vasanth Stores,23273.41,Transport,Orid Dust
2023-11-14,Vasanth Stores,24730.75,Transport,Toor Dust
2023-09-02,Vasanth Stores,43088.53,Packing,Orid Polish
2024-02-11,Vasanth Stores,49052.25,Transport,Orid Dust
2023-09-04,Ganesh Suppliers,38899.88,Transport,Orid Polish
2024-02-14,Amman Agencies,43729.93,Packing,Orid Dust
2024-03-20,Amman Agencies,55550.99,Transport,Orid Dhall
2023-08-28,Amman Agencies,33446.04,Packing,Orid Dust
2024-02-09,Sri Traders,34969.44,Transport,Moong Dhall
2023-12-09,Ganesh Suppliers,27176.29,Salary,Orid Polish
2024-02-23,Amman Agencies,55801.64,Packing,Toor Dhall
2024-03-09,Vasanth Stores,58603.38,Packing,Toor Dust
2024-02-18,Balaji & Co,48322.85,Maintenance,Orid Dust
2024-01-08,Sri Traders,29654.69,Transport,Orid Dhall
2023-08-24,Ganesh Suppliers,34606.8,Packing,Orid Polish
2023-09-23,Balaji & Co,36946.82,Transport,Orid Dhall
2023-09-23,Sri Traders,43932.74,Packing,Orid Polish
2024-02-22,Vasanth Stores,57800.7,Transport,Orid Dhall
2024-01-02,Vasanth Stores,21176.45,Transport,Orid Dhall
2024-02-25,Vasanth Stores,77640.8,Packing,Toor Dhall
2023-07-25,Sri Traders,7495.72,Maintenance,Toor Dhall
2024-03-15,Amman Agencies,56282.6,Packing,Orid Dhall
2023-09-30,Vasanth Stores,48400.81,Packing,Toor Dhall
2023-12-15,Balaji & Co,29608.0,Packing,Toor Dust
2024-01-27,Sri Traders,27397.43,Packing,Toor Dust
2024-03-31,Amman Agencies,33297.36,Transport,Moong Dust
2023-08-18,Vasanth Stores,30885.31,Office Supplies,Orid Dust
2024-03-30,Amman Agencies,38174.29,Transport,Moong Dust
2024-03-18,Balaji & Co,56682.37,Office Supplies,Orid Dhall
2024-01-25,Sri Traders,16800.47,Packing,Moong Dhall
2023-09-28,Ganesh Suppliers,27293.15,Salary,Moong Dhall
2023-09-12,Ganesh Suppliers,33810.43,Salary,Orid Dust
2024-01-11,Vasanth Stores,15170.01,Maintenance,Moong Dust
2023-08-14,Sri Traders,16955.84,Transport,Moong Dust
2024-03-29,Ganesh Suppliers,53582.35,Transport,Orid Dust
2023-07-19,Amman Agencies,5446.77,Salary,Orid Dhall
2023-12-17,Sri Traders,25220.1,Transport,Orid Polish
2023-11-18,Balaji & Co,19565.95,Salary,Toor Dust
2023-09-21,Vasanth Stores,57756.11,Maintenance,Toor Dhall
2023-11-19,Vasanth Stores,16978.63,Packing,Orid Polish
2024-02-12,Sri Traders,64845.01,Salary,Toor Dhall
2024-01-27,Vasanth Stores,29540.31,Transport,Toor Dhall
2024-02-11,Sri Traders,33370.97,Transport,Moong Dust
2024-01-16,Sri Traders,24410.95,Transport,Orid Dhall
2023-10-10,Vasanth Stores,19317.43,Transport,Toor Dhall
2023-09-30,Sri Traders,36913.8,Packing,Orid Dhall
2023-10-13,Amman Agencies,12997.19,Office Supplies,Orid Dhall
2023-09-26,Ganesh Suppliers,55136.95,Packing,Toor Dhall
2023-10-29,Balaji & Co,7285.36,Packing,Moong Dust
2023-09-08,Vasanth Stores,33311.69,Packing,Orid Dust
2024-03-14,Sri Traders,69740.59,Transport,Toor Dhall
2023-09-19,Sri Traders,40340.82,Transport,Toor Dust
2024-03-17,Ganesh Suppliers,48211.22,Transport,Orid Dhall
2023-09-27,Amman Agencies,25084.91,Packing,Moong Dhall
2024-03-06,Vasanth Stores,73607.55,Packing,Toor Dhall
2024-02-17,Vasanth Stores,58513.81,Packing,Toor Dhall
2023-09-10,Amman Agencies,20904.23,Transport,Moong Dust
2024-03-07,Amman Agencies,68188.88,Office Supplies,Orid Polish
2023-09-17,Balaji & Co,26768.76,Packing,Moong Dhall
2024-03-30,Sri Traders,61996.38,Salary,Toor Dhall
2023-09-09,Balaji & Co,45946.63,Transport,Toor Dhall
2024-02-14,Vasanth Stores,61660.49,Transport,Toor Dhall
2023-12-15,Vasanth Stores,25691.88,Transport,Toor Dust
2024-02-18,Vasanth Stores,24209.8,Packing,Moong Dust
2023-08-07,Ganesh Suppliers,18914.19,Transport,Moong Dust
2023-07-21,Amman Agencies,3969.68,Packing,Moong Dust
2024-03-19,Ganesh Suppliers,59040.46,Packing,Orid Polish
2024-03-18,Ganesh Suppliers,78528.64,Salary,Toor Dust
2023-09-29,Balaji & Co,41085.32,Salary,Toor Dust
2023-11-03,Vasanth Stores,9496.3,Packing,Moong Dust
2024-03-03,Amman Agencies,34773.69,Salary,Moong Dust
2023-06-05,Amman Agencies,4766.37,Maintenance,Toor Dhall
2024-02-22,Vasanth Stores,55876.49,Transport,Toor Dust
2023-08-19,Vasanth Stores,48558.1,Office Supplies,Toor Dhall
2024-03-30,Balaji & Co,47839.02,Salary,Orid Dust
2024-02-23,Ganesh Suppliers,28510.17,Office Supplies,Moong Dhall
2023-09-25,Ganesh Suppliers,39772.08,Packing,Orid Polish
2023-09-19,Vasanth Stores,39972.93,Transport,Orid Dust
2024-02-02,Vasanth Stores,41843.06,Office Supplies,Orid Polish
2023-09-16,Ganesh Suppliers,41538.96,Transport,Toor Dust
2023-08-29,Ganesh Suppliers,23637.73,Transport,Moong Dust
2024-02-07,Ganesh Suppliers,46966.96,Office Supplies,Orid Dhall
2023-07-11,Amman Agencies,3828.0,Salary,Moong Dust
2024-03-30,Sri Traders,38913.79,Transport,Moong Dust
2024-02-03,Ganesh Suppliers,53694.69,Salary,Orid Dhall
2024-02-14,Sri Traders,51113.9,Packing,Orid Dust
2023-09-27,Vasanth Stores,21184.54,Transport,Moong Dust
2024-03-22,Balaji & Co,39529.51,Packing,Moong Dust
2023-08-28,Vasanth Stores,40100.59,Transport,Orid Polish
2024-02-17,Vasanth Stores,38070.92,Transport,Orid Dust
2023-09-30,Vasanth Stores,42122.65,Packing,Orid Polish
2024-02-28,Vasanth Stores,47951.66,Packing,Orid Dhall
2024-03-04,Balaji & Co,26137.37,Transport,Moong Dust
2024-03-27,Vasanth Stores,71324.0,Transport,Toor Dhall
2024-03-23,Amman Agencies,80533.34,Transport,Toor Dhall
2023-09-13,Sri Traders,32806.84,Packing,Orid Dust
2024-01-31,Vasanth Stores,20661.54,Maintenance,Orid Dust
2024-02-20,Amman Agencies,46008.88,Transport,Orid Dust
2024-02-25,Vasanth Stores,42828.46,Packing,Orid Dhall
2023-08-29,Balaji & Co,23141.19,Packing,Moong Dhall
2024-03-16,Balaji & Co,32907.96,Salary,Moong Dust
2024-02-27,Amman Agencies,37618.6,Transport,Moong Dhall
2024-02-02,Sri Traders,49234.46,Packing,Orid Dust
2023-08-27,Vasanth Stores,19871.61,Packing,Moong Dust
2023-12-03,Balaji & Co,19982.38,Salary,Orid Dhall
2023-08-22,Vasanth Stores,34356.92,Packing,Orid Polish
2023-09-06,Ganesh Suppliers,37466.28,Maintenance,Orid Polish
2023-12-15,Balaji & Co,20950.31,Packing,Orid Dust
2023-11-21,Sri Traders,15578.29,Transport,Orid Dhall
2024-03-29,Ganesh Suppliers,40498.71,Packing,Moong Dhall
2024-02-19,Vasanth Stores,40284.79,Maintenance,Orid Dust
2023-09-10,Sri Traders,38536.7,Transport,Orid Dust
2023-08-18,Balaji & Co,36943.14,Packing,Toor Dust
2024-02-29,Balaji & Co,32626.9,Transport,Moong Dhall
2024-02-19,Sri Traders,46070.4,Packing,Orid Dhall
2024-03-23,Vasanth Stores,75610.31,Maintenance,Toor Dhall
2023-10-02,Ganesh Suppliers,16840.66,Packing,Orid Dhall
2024-03-11,Amman Agencies,35210.33,Transport,Moong Dhall
2023-11-07,Vasanth Stores,13614.87,Transport,Moong Dhall
2023-12-15,Sri Traders,11298.02,Office Supplies,Moong Dust
2023-08-21,Balaji & Co,37633.28,Packing,Toor Dust
2024-01-21,Amman Agencies,18192.25,Office Supplies,Moong Dhall
2023-09-21,Balaji & Co,19369.94,Packing,Moong Dust
2023-08-23,Sri Traders,31946.89,Transport,Orid Dust
2023-12-12,Vasanth Stores,14850.39,Office Supplies,Moong Dhall
2023-12-01,Balaji & Co,21287.83,Packing,Orid Polish
2023-10-19,Balaji & Co,15599.22,Packing,Orid Dust
2023-10-01,Amman Agencies,15803.27,Packing,Orid Dust
2024-02-06,Balaji & Co,24111.94,Transport,Moong Dust
2024-03-28,Ganesh Suppliers,88247.57,Transport,Toor Dhall
2024-03-20,Amman Agencies,49032.68,Transport,Orid Polish
2023-10-14,Ganesh Suppliers,16773.41,Office Supplies,Toor Dust
2023-09-14,Sri Traders,34508.32,Packing,Orid Dust
2023-08-28,Amman Agencies,38461.75,Transport,Toor Dhall
2023-08-20,Balaji & Co,32012.67,Salary,Orid Dhall
2023-10-16,Amman Agencies,19751.11,Transport,Toor Dust
2023-10-25,Balaji & Co,17254.17,Transport,Orid Polish
2023-09-19,Ganesh Suppliers,39574.49,Maintenance,Toor Dust
2024-01-22,Vasanth Stores,29636.74,Transport,Toor Dhall
2023-07-07,Vasanth Stores,6033.94,Packing,Orid Dhall
2023-12-30,Vasanth Stores,27343.4,Transport,Toor Dhall
2024-03-06,Amman Agencies,33967.01,Salary,Moong Dhall
2024-01-10,Vasanth Stores,38061.47,Transport,Toor Dhall
2024-02-01,Sri Traders,47089.73,Transport,Orid Dhall
2024-03-17,Ganesh Suppliers,57401.51,Transport,Toor Dust
2023-11-29,Balaji & Co,12212.16,Transport,Moong Dhall
2023-11-24,Amman Agencies,15604.44,Maintenance,Orid Dust
2023-12-25,Balaji & Co,26071.13,Salary,Toor Dhall
2023-08-02,Sri Traders,27562.59,Packing,Orid Dust
2023-08-14,Amman Agencies,20885.08,Transport,Moong Dhall
2023-12-12,Sri Traders,21682.47,Packing,Orid Dhall
2024-02-19,Balaji & Co,75654.65,Salary,Toor Dhall
2023-08-03,Vasanth Stores,23111.27,Packing,Moong Dhall
2024-03-06,Vasanth Stores,45005.0,Packing,Moong Dhall
2023-05-28,Vasanth Stores,1882.08,Packing,Moong Dust
2023-06-10,Ganesh Suppliers,4187.05,Packing,Orid Polish
2024-03-28,Ganesh Suppliers,76824.32,Transport,Toor Dust
2023-08-01,Vasanth Stores,29509.24,Office Supplies,Orid Dust
2024-03-19,Balaji & Co,29107.74,Transport,Moong Dust
2023-10-16,Balaji & Co,16313.08,Packing,Orid Dust
2023-09-24,Ganesh Suppliers,23382.77,Transport,Moong Dust
2024-03-09,Amman Agencies,56065.35,Transport,Orid Dust
2024-02-22,Amman Agencies,79391.69,Maintenance,Toor Dhall
2024-02-23,Vasanth Stores,42858.23,Packing,Orid Dust
2024-02-07,Sri Traders,41228.34,Office Supplies,Orid Dust
2023-12-18,Sri Traders,10527.92,Transport,Moong Dust
2024-03-31,Amman Agencies,57153.83,Transport,Toor Dust
2024-01-05,Sri Traders,21525.14,Packing,Orid Dhall
2023-08-15,Amman Agencies,29203.94,Maintenance,Orid Dust
2024-02-24,Amman Agencies,42169.59,Salary,Orid Polish
2024-03-04,Sri Traders,68088.73,Packing,Toor Dhall
2023-08-05,Ganesh Suppliers,25711.52,Transport,Moong Dhall
2024-02-10,Vasanth Stores,52961.62,Maintenance,Orid Polish
2024-03-18,Amman Agencies,52417.9,Transport,Orid Dhall
2024-02-10,Amman Agencies,26946.33,Packing,Moong Dust
2024-01-12,Balaji & Co,29104.25,Transport,Orid Polish
2023-08-04,Ganesh Suppliers,37848.4,Packing,Toor Dust
2023-11-07,Ganesh Suppliers,19716.84,Packing,Toor Dust
2024-03-27,Vasanth Stores,54796.67,Transport,Orid Dhall
2024-01-11,Ganesh Suppliers,25500.11,Salary,Orid Polish
2023-11-28,Balaji & Co,26638.24,Transport,Toor Dhall
2023-10-28,Sri Traders,8900.82,Transport,Moong Dhall
2023-08-14,Balaji & Co,20573.02,Transport,Moong Dust
2023-12-04,Ganesh Suppliers,21992.5,Packing,Orid Polish
2024-03-17,Balaji & Co,46084.9,Packing,Orid Dhall
2024-02-28,Amman Agencies,78018.18,Office Supplies,Toor Dhall
2023-09-24,Vasanth Stores,34175.32,Salary,Orid Dhall
2023-12-17,Sri Traders,10947.73,Salary,Moong Dust
2023-10-15,Amman Agencies,9592.55,Packing,Moong Dust
2023-07-27,Vasanth Stores,8064.46,Packing,Toor Dust
2023-10-07,Sri Traders,17446.11,Maintenance,Toor Dhall
2024-02-16,Balaji & Co,47318.53,Packing,Orid Dhall
2024-02-14,Ganesh Suppliers,35506.56,Transport,Moong Dhall
2024-03-29,Amman Agencies,53194.79,Transport,Orid Dhall
2023-10-06,Amman Agencies,15993.91,Transport,Orid Dhall
2023-11-14,Amman Agencies,17031.06,Office Supplies,Orid Polish
2024-02-27,Ganesh Suppliers,46128.36,Transport,Orid Polish
2024-03-21,Sri Traders,51625.28,Transport,Orid Dhall
2023-11-14,Amman Agencies,11016.75,Transport,Moong Dust
2023-11-04,Sri Traders,19771.11,Maintenance,Orid Dhall
2023-08-07,Amman Agencies,46868.04,Salary,Toor Dust
2023-12-29,Vasanth Stores,30833.52,Transport,Toor Dhall
2023-12-30,Vasanth Stores,23117.1,Salary,Toor Dust
2023-12-19,Balaji & Co,28415.1,Transport,Toor Dust
2023-08-18,Vasanth Stores,20006.97,Packing,Moong Dhall
2024-02-17,Amman Agencies,68863.04,Transport,Toor Dhall
2023-12-25,Amman Agencies,14686.05,Packing,Moong Dhall
2024-02-22,Amman Agencies,40573.7,Transport,Moong Dhall
2024-01-20,Sri Traders,34283.67,Transport,Toor Dhall
2023-07-12,Amman Agencies,4060.28,Transport,Moong Dhall
2023-09-05,Sri Traders,39482.06,Transport,Orid Dhall
2024-02-12,Amman Agencies,70317.35,Packing,Toor Dust
2024-02-28,Vasanth Stores,51961.05,Transport,Orid Polish
2023-10-18,Ganesh Suppliers,9200.87,Packing,Moong Dhall
2023-11-14,Sri Traders,28861.43,Transport,Toor Dust
2023-08-16,Balaji & Co,30153.38,Maintenance,Orid Dust
2023-06-24,Balaji & Co,3555.98,Office Supplies,Orid Dust
2023-09-26,Vasanth Stores,17824.45,Transport,Moong Dust
2024-03-26,Balaji & Co,60262.01,Transport,Orid Polish
2023-12-14,Balaji & Co,11500.46,Maintenance,Moong Dust
2024-03-21,Balaji & Co,47930.2,Packing,Orid Dhall
2023-09-24,Ganesh Suppliers,38689.86,Transport,Orid Dust
2024-02-15,Amman Agencies,51337.56,Packing,Orid Dhall
2023-11-11,Amman Agencies,19211.7,Transport,Orid Dust
2024-02-17,Vasanth Stores,42250.95,Packing,Orid Dhall
2024-03-31,Ganesh Suppliers,59817.86,Salary,Orid Dust
2023-08-19,Ganesh Suppliers,38627.9,Transport,Orid Dust
2023-12-13,Amman Agencies,27982.65,Packing,Toor Dust
2024-03-24,Balaji & Co,63518.02,Packing,Orid Polish
2023-09-12,Sri Traders,45599.57,Packing,Toor Dhall
2023-08-22,Vasanth Stores,26239.85,Packing,Orid Dust
2024-02-29,Amman Agencies,31747.67,Packing,Moong Dust
2024-02-24,Amman Agencies,61794.65,Office Supplies,Toor Dhall
2023-07-28,Ganesh Suppliers,4588.62,Office Supplies,Moong Dhall
2023-08-08,Balaji & Co,22121.62,Transport,Moong Dhall
2024-02-03,Amman Agencies,35883.89,Transport,Moong Dhall
2024-01-07,Amman Agencies,22763.9,Transport,Orid Dust
2023-12-30,Amman Agencies,22704.33,Packing,Orid Polish
2023-11-09,Sri Traders,11172.8,Packing,Moong Dhall
2024-02-02,Vasanth Stores,41633.44,Packing,Orid Dhall
2024-02-29,Sri Traders,32725.17,Packing,Moong Dust
2023-09-29,Vasanth Stores,19546.15,Salary,Moong Dust
2024-03-25,Amman Agencies,67624.9,Packing,Orid Polish
2024-01-24,Vasanth Stores,21375.77,Office Supplies,Orid Dust
2024-03-17,Ganesh Suppliers,49379.79,Packing,Orid Polish
2023-08-17,Amman Agencies,46068.06,Packing,Toor Dhall
2023-11-07,Balaji & Co,17703.15,Transport,Orid Dhall
2023-09-26,Ganesh Suppliers,38201.01,Packing,Orid Dhall
2023-09-23,Balaji & Co,35438.14,Maintenance,Orid Dhall
2023-08-29,Amman Agencies,40947.07,Maintenance,Toor Dhall
2024-02-19,Balaji & Co,56915.45,Transport,Toor Dust
2024-03-05,Ganesh Suppliers,47859.05,Packing,Orid Dhall
2024-03-09,Balaji & Co,54935.63,Transport,Orid Dust
2024-03-15,Amman Agencies,74237.38,Packing,Toor Dust
2024-03-12,Sri Traders,63130.92,Transport,Toor Dust
2023-09-20,Ganesh Suppliers,22643.73,Packing,Moong Dhall
2024-01-22,Ganesh Suppliers,15607.41,Maintenance,Moong Dust
2023-09-05,Sri Traders,20588.47,Packing,Moong Dust
2024-02-19,Vasanth Stores,50316.45,Packing,Orid Dhall
2024-03-10,Ganesh Suppliers,56882.91,Packing,Orid Dust
2024-02-24,Amman Agencies,30785.73,Transport,Moong Dhall
2024-03-29,Sri Traders,62588.99,Transport,Orid Dust
2024-02-05,Sri Traders,72590.99,Packing,Toor Dhall
2024-01-06,Ganesh Suppliers,17949.92,Transport,Moong Dhall
2024-02-10,Amman Agencies,43203.19,Transport,Orid Dhall
2023-11-12,Balaji & Co,12789.56,Transport,Moong Dhall
2024-01-29,Amman Agencies,23577.01,Transport,Orid Dhall
2024-02-19,Amman Agencies,62978.22,Transport,Toor Dhall
2023-04-25,Vasanth Stores,1907.56,Salary,Orid Polish
2023-11-19,Balaji & Co,12863.57,Packing,Moong Dust
2023-10-04,Vasanth Stores,18536.46,Transport,Orid Polish
2024-03-01,Amman Agencies,61328.87,Transport,Orid Dust
2023-08-31,Vasanth Stores,27388.69,Transport,Orid Polish
2024-02-20,Vasanth Stores,60824.56,Salary,Toor Dhall
2024-02-28,Ganesh Suppliers,37988.87,Packing,Orid Dust
2023-09-23,Balaji & Co,34105.32,Packing,Orid Dust
2024-02-27,Amman Agencies,48963.43,Transport,Orid Dust
2024-02-02,Sri Traders,74816.58,Transport,Toor Dust
2023-12-23,Ganesh Suppliers,13432.22,Packing,Moong Dhall
2023-12-05,Vasanth Stores,22921.18,Transport,Orid Dust
2024-03-01,Amman Agencies,58920.8,Maintenance,Orid Dust
2023-12-08,Ganesh Suppliers,25609.68,Salary,Orid Polish
2024-03-31,Vasanth Stores,76125.37,Transport,Toor Dhall
2023-09-14,Amman Agencies,18591.27,Transport,Moong Dust
2024-01-25,Balaji & Co,21614.08,Salary,Orid Dhall
2024-03-01,Sri Traders,32395.1,Transport,Moong Dust
2024-03-11,Ganesh Suppliers,62626.69,Packing,Orid Dhall
2023-09-15,Balaji & Co,46618.31,Transport,Toor Dust
2024-01-27,Sri Traders,29397.18,Packing,Toor Dust
2023-09-27,Vasanth Stores,35094.38,Packing,Orid Dust
2023-09-13,Sri Traders,24989.46,Transport,Moong Dust
2023-08-09,Vasanth Stores,48790.69,Office Supplies,Toor Dust
2024-03-13,Sri Traders,74999.97,Packing,Toor Dust
2024-01-06,Amman Agencies,21297.66,Packing,Orid Polish
2024-01-21,Balaji & Co,24400.17,Salary,Toor Dust
2024-02-10,Amman Agencies,70840.09,Transport,Toor Dhall
2023-12-17,Balaji & Co,21353.37,Transport,Orid Dhall
2024-03-26,Amman Agencies,78549.11,Office Supplies,Toor Dhall
2024-02-01,Ganesh Suppliers,37516.31,Transport,Moong Dhall
2023-08-28,Amman Agencies,47363.62,Transport,Toor Dhall
2024-02-09,Balaji & Co,28213.87,Transport,Moong Dust
2024-01-11,Sri Traders,20223.91,Office Supplies,Orid Dust
2023-12-10,Sri Traders,22875.03,Transport,Orid Dhall
2024-03-13,Vasanth Stores,77782.63,Transport,Toor Dhall
2024-02-28,Amman Agencies,31008.89,Packing,Moong Dust
2023-08-17,Vasanth Stores,32202.44,Transport,Orid Dust
2024-02-20,Ganesh Suppliers,50492.98,Salary,Orid Dust
2024-02-09,Amman Agencies,49350.36,Transport,Orid Polish
2024-03-29,Ganesh Suppliers,66601.21,Transport,Toor Dust
2024-01-06,Sri Traders,27606.39,Transport,Orid Polish
2024-02-15,Ganesh Suppliers,47722.89,Packing,Orid Dhall
2024-02-17,Amman Agencies,34035.14,Packing,Moong Dust
2024-03-01,Ganesh Suppliers,44894.62,Maintenance,Orid Polish
2024-03-25,Sri Traders,59326.5,Transport,Orid Dhall
2024-02-25,Amman Agencies,62530.39,Maintenance,Toor Dhall
2024-03-31,Sri Traders,64672.5,Packing,Toor Dhall
2024-03-11,Sri Traders,57147.72,Transport,Orid Dust
2023-11-14,Vasanth Stores,18276.01,Transport,Toor Dust
2023-08-14,Sri Traders,18991.78,Transport,Moong Dust
2023-11-29,Amman Agencies,13371.3,Office Supplies,Moong Dhall
2023-12-31,Amman Agencies,13137.86,Maintenance,Moong Dhall
2023-08-08,Amman Agencies,40844.85,Packing,Orid Polish
2023-09-02,Ganesh Suppliers,52656.0,Transport,Toor Dhall
2023-10-02,Vasanth Stores,15337.65,Transport,Orid Polish
2024-01-04,Balaji & Co,18303.96,Transport,Moong Dhall
2023-11-14,Balaji & Co,20599.44,Packing,Orid Polish
2024-01-30,Balaji & Co,16184.98,Packing,Moong Dhall
2023-11-26,Sri Traders,11483.52,Transport,Moong Dust
2024-03-19,Balaji & Co,53761.65,Packing,Orid Polish
2024-03-26,Amman Agencies,37513.7,Transport,Moong Dhall
2024-03-06,Vasanth Stores,82033.99,Packing,Toor Dhall
2023-11-19,Ganesh Suppliers,19999.77,Packing,Toor Dust
2024-02-15,Vasanth Stores,70691.47,Packing,Toor Dhall
2024-02-25,Amman Agencies,28097.92,Packing,Moong Dust
2024-02-15,Ganesh Suppliers,45826.47,Packing,Orid Polish
2023-09-17,Balaji & Co,23890.91,Maintenance,Moong Dhall
2024-02-12,Vasanth Stores,56883.19,Packing,Toor Dhall
2024-02-19,Ganesh Suppliers,26142.96,Transport,Moong Dust
2024-01-29,Amman Agencies,25228.47,Transport,Orid Polish
2024-02-21,Amman Agencies,48322.02,Transport,Orid Polish
2023-11-20,Vasanth Stores,11763.31,Transport,Moong Dhall
2023-12-13,Ganesh Suppliers,26627.0,Salary,Toor Dhall
2023-09-09,Sri Traders,45712.32,Transport,Toor Dust
2024-03-22,Sri Traders,28344.73,Packing,Moong Dust
2024-03-31,Amman Agencies,62095.34,Transport,Orid Polish
2023-11-27,Ganesh Suppliers,19263.28,Packing,Orid Dust
2024-03-01,Ganesh Suppliers,78220.69,Packing,Toor Dhall
2024-01-13,Amman Agencies,16663.97,Transport,Moong Dust
2024-02-04,Vasanth Stores,46062.7,Packing,Orid Dhall
2024-03-06,Balaji & Co,40987.63,Transport,Moong Dhall
2024-03-05,Balaji & Co,60431.89,Transport,Toor Dust
2023-10-28,Amman Agencies,14869.32,Packing,Orid Polish
2024-02-04,Sri Traders,35117.46,Transport,Moong Dhall
2023-08-20,Ganesh Suppliers,50714.42,Transport,Toor Dhall
2024-01-02,Ganesh Suppliers,19707.25,Salary,Moong Dhall
2024-03-15,Vasanth Stores,31532.69,Transport,Moong Dust
2023-10-25,Sri Traders,23419.07,Transport,Toor Dhall
2024-03-07,Amman Agencies,50626.12,Transport,Orid Dust
2024-03-27,Amman Agencies,54744.95,Office Supplies,Orid Dhall
2024-03-19,Sri Traders,58111.88,Packing,Orid Polish
2023-09-07,Ganesh Suppliers,46689.38,Transport,Toor Dust
2024-03-30,Amman Agencies,33966.58,Salary,Moong Dust
2023-06-11,Ganesh Suppliers,2206.95,Packing,Moong Dust
2024-02-23,Sri Traders,32154.08,Salary,Moong Dhall
2023-08-24,Amman Agencies,24815.97,Transport,Moong Dhall
2023-09-07,Balaji & Co,54747.77,Packing,Toor Dhall
2024-01-20,Amman Agencies,17018.35,Packing,Moong Dhall
2024-02-09,Balaji & Co,49226.27,Packing,Orid Polish
2024-02-11,Balaji & Co,53149.42,Salary,Orid Dust
2023-12-17,Vasanth Stores,22518.53,Packing,Orid Polish
2023-10-24,Amman Agencies,18412.77,Maintenance,Orid Polish
2023-08-30,Amman Agencies,49631.47,Transport,Toor Dust
2023-12-21,Vasanth Stores,22579.71,Transport,Orid Dhall
2023-11-22,Ganesh Suppliers,24516.6,Salary,Toor Dust
2023-08-27,Ganesh Suppliers,19940.42,Transport,Moong Dust
2023-08-19,Vasanth Stores,36576.35,Transport,Orid Polish
2023-08-10,Sri Traders,25664.98,Packing,Orid Dust
